service_request_id,date_received,ward,service_type,status,response_days
SR-101472,2023-06-10,5,Rodent Inspection,Open,23
SR-100591,2023-12-16,3,Noise Complaint,Resolved,24
SR-101464,2023-06-02,5,Pothole,closed,28
SR-100260,2023-12-27,2,POTHOLE,Resolved,24
SR-103152,2023-03-03,8,pothole,closed,27
SR-100593,2023-07-25,3,Noise Complaint,In Progress,20
SR-102294,0000-00-00,6,pothole,Closed,13
SR-102140,2023-09-08,6,Illegal Dumping,closed,26
SR-102771,2023-12-25,7,Rodent Inspection,Closed,27
SR-101569,2023-11-23,5,Illegal Dumping,closed,27
SR-101751,2023-09-04,5,Illegal Dumping,Resolved,19
SR-102753,2023-12-09,7,Streetlight Out,closed,28
SR-101398,2023-07-09,5,Illegal Dumping,Open,13
SR-102479,2023-10-02,7,POTHOLE,closed,25
SR-102948,2023-03-02,7,Rodent Inspection,In Progress,2
SR-100533,2023-11-11,3,Streetlight Out,Resolved,9
SR-101313,2023-06-10,5,Streetlight Out,In Progress,11
SR-101056,N/A,4,pothole,In Progress,1
SR-101304,2023-04-23,5,Trash Collection,Open,11
SR-102718,2023-07-09,7,Noise Complaint,Open,26
SR-102174,2023-02-13,6,Rodent Inspection,Open,26
SR-101354,2023-09-26,5,Pothole,In Progress,9
SR-100080,2023-02-27,1,Noise Complaint,In Progress,13
SR-102219,2023-04-16,6,Rodent Inspection,Resolved,9
SR-100330,2023-12-09,2,Rodent Inspection,Closed,16
SR-102228,2023-04-05,6,Rodent Inspection,closed,10
SR-102324,2023-09-15,6,POTHOLE,Closed,1
SR-103318,2023-06-28,8,Trash Collection,Resolved,10
SR-100618,2023-07-21,3,Rodent Inspection,Open,5
SR-101680,,5,Noise Complaint,Open,7
SR-100599,2023-12-14,3,Illegal Dumping,closed,16
SR-101860,2023-01-16,6,Noise Complaint,In Progress,12
SR-100422,2023-08-19,2,Streetlight Out,In Progress,11
SR-102496,2023-04-16,7,Illegal Dumping,Open,9
SR-100386,2023-08-19,2,Trash Collection,Open,10
SR-100763,2023-02-14,3,POTHOLE,Resolved,11
SR-102155,2023-03-02,6,POTHOLE,Resolved,16
SR-101731,2023-04-13,5,Noise Complaint,closed,4
SR-103222,2023-06-22,8,Noise Complaint,Open,28
SR-103201,2023-03-06,8,Streetlight Out,closed,21
SR-100041,2023-10-15,1,Trash Collection,closed,1
SR-100440,2023-11-10,2,Trash Collection,In Progress,6
SR-102546,2023-09-12,7,Rodent Inspection,Open,1
SR-100095,2023-03-16,1,Rodent Inspection,In Progress,21
SR-103093,2023-03-08,7,Illegal Dumping,In Progress,15
SR-102587,2023-06-05,7,POTHOLE,Closed,10
SR-100887,2023-07-11,3,Trash Collection,Open,12
SR-103397,2023-03-26,8,Streetlight Out,closed,17
SR-103083,2023-08-14,7,Illegal Dumping,In Progress,388
SR-101314,2023-10-11,5,POTHOLE,Resolved,5
SR-100137,2023-08-14,1,Noise Complaint,Closed,21
SR-101890,2023-05-18,6,Trash Collection,In Progress,9
SR-100738,2023-03-25,3,Pothole,Open,22
SR-103283,2023-10-01,8,Noise Complaint,In Progress,25
SR-102858,2023-02-17,7,pothole,Open,28
SR-102765,2023-10-26,7,Streetlight Out,Resolved,30
SR-102912,2023-01-10,7,Noise Complaint,Closed,21
SR-102935,2023-06-06,7,Streetlight Out,Open,2
SR-102544,2023-04-27,7,Pothole,Open,15
SR-102953,2023-07-07,7,Illegal Dumping,In Progress,22
SR-102902,2023-03-20,7,Noise Complaint,In Progress,23
SR-103373,2023-08-28,8,POTHOLE,Resolved,10
SR-103030,,7,Illegal Dumping,Open,2
SR-102400,2023-02-06,7,Illegal Dumping,In Progress,7
SR-102804,0000-00-00,7,Noise Complaint,Closed,11
SR-102563,2023-11-24,7,Trash Collection,closed,29
SR-102113,2023-02-20,6,Trash Collection,Open,2
SR-101885,,6,Streetlight Out,closed,16
SR-102859,2023-04-21,7,Trash Collection,closed,4
SR-101329,2023-07-09,5,Streetlight Out,closed,25
SR-103411,2023-08-01,8,Trash Collection,In Progress,5
SR-100087,2023-10-05,1,Illegal Dumping,In Progress,28
SR-102444,2023-03-21,7,Pothole,In Progress,14
SR-100388,2023-03-12,2,Streetlight Out,Closed,22
SR-100048,2023-08-05,1,Trash Collection,Resolved,17
SR-101559,2023-01-07,5,Rodent Inspection,closed,28
SR-100709,2023-02-07,3,Noise Complaint,closed,11
SR-101387,2023-01-11,5,POTHOLE,Resolved,13
SR-101185,2023-09-21,4,Pothole,Closed,16
SR-102187,0000-00-00,6,Rodent Inspection,In Progress,16
SR-100092,0000-00-00,1,POTHOLE,Closed,16
SR-102545,2023-12-18,7,Pothole,Closed,10
SR-102523,2023-03-14,7,Trash Collection,Open,8
SR-100429,2023-04-15,2,Noise Complaint,In Progress,4
SR-101998,2023-02-22,6,Trash Collection,Open,26
SR-100261,2023-09-15,2,Rodent Inspection,closed,2
SR-102922,2023-12-01,7,Streetlight Out,Open,25
SR-101727,2023-11-16,5,POTHOLE,Closed,21
SR-102548,2023-09-10,7,Trash Collection,Closed,3
SR-100194,2023-01-19,2,Rodent Inspection,In Progress,14
SR-102162,2023-07-03,6,Illegal Dumping,In Progress,3
SR-100826,2023-09-20,3,Streetlight Out,Closed,29
SR-102078,2023-04-28,6,Trash Collection,Resolved,4
SR-100335,2023-02-14,2,POTHOLE,Resolved,14
SR-101993,2023-09-18,6,Noise Complaint,closed,7
SR-101586,2023-03-24,5,Trash Collection,closed,18
SR-103017,2023-05-28,7,Noise Complaint,Closed,19
SR-101078,2023-01-16,4,Rodent Inspection,Open,30
SR-100831,N/A,3,pothole,closed,5
SR-101104,2023-03-28,4,Illegal Dumping,Resolved,6
SR-100678,2023-02-26,3,pothole,Closed,759
SR-102209,2023-11-19,6,Noise Complaint,Open,15
SR-101053,2023-05-12,4,Rodent Inspection,In Progress,24
SR-102494,,7,POTHOLE,Open,18
SR-100099,2023-09-06,1,Pothole,Resolved,6
SR-102101,2023-08-12,6,Pothole,closed,9
SR-101958,2023-01-07,,Illegal Dumping,Resolved,9
SR-102887,2023-08-01,7,Noise Complaint,Closed,14
SR-100074,2023-04-28,1,Pothole,Resolved,3
SR-100722,2023-08-02,3,Pothole,Closed,8
SR-101201,2023-01-12,4,Noise Complaint,Closed,9
SR-101932,0000-00-00,6,Noise Complaint,Closed,6
SR-100150,2023-04-20,1,Noise Complaint,Resolved,571
SR-103253,2023-12-26,8,Pothole,Open,13
SR-101995,2023-01-16,6,Trash Collection,In Progress,9
SR-102870,2023-09-16,7,Trash Collection,Open,553
SR-102612,2023-02-14,7,Pothole,Closed,3
SR-101288,2023-07-19,5,Rodent Inspection,In Progress,5
SR-101743,2023-08-27,5,Illegal Dumping,Resolved,25
SR-101142,2023-08-22,4,Illegal Dumping,Open,10
SR-101389,2023-09-07,5,Pothole,Open,6
SR-100281,2023-08-21,2,Illegal Dumping,Closed,3
SR-101718,2023-06-20,5,Noise Complaint,In Progress,14
SR-103248,2023-07-14,8,Rodent Inspection,In Progress,3
SR-102574,2023-11-19,7,POTHOLE,In Progress,20
SR-100578,2023-04-22,3,pothole,In Progress,2
SR-100331,2023-03-09,2,POTHOLE,closed,23
SR-103012,2023-03-27,7,Illegal Dumping,Resolved,30
SR-102164,2023-02-13,6,Illegal Dumping,Closed,22
SR-102344,2023-06-10,6,Trash Collection,In Progress,3
SR-102719,2023-02-24,7,Illegal Dumping,closed,19
SR-102956,2023-09-04,7,Streetlight Out,Resolved,16
SR-100008,2023-06-14,1,Trash Collection,In Progress,30
SR-102919,2023-11-26,7,Illegal Dumping,closed,14
SR-100553,2023-10-20,3,Illegal Dumping,Resolved,11
SR-103038,N/A,7,POTHOLE,Open,6
SR-101953,,6,Illegal Dumping,Closed,8
SR-101650,2023-11-16,5,pothole,closed,6
SR-101901,2023-08-27,6,Streetlight Out,Open,30
SR-100200,,2,Pothole,Open,6
SR-101383,2023-09-20,5,Illegal Dumping,Resolved,16
SR-103118,2023-01-08,7,Noise Complaint,Closed,6
SR-101628,2023-02-07,5,Streetlight Out,Open,6
SR-102041,2023-09-10,6,Noise Complaint,In Progress,23
SR-101368,,,Noise Complaint,Closed,9
SR-102335,2023-06-24,6,Pothole,closed,12
SR-100800,2023-06-16,3,Rodent Inspection,In Progress,28
SR-101728,,5,Streetlight Out,Closed,17
SR-102584,2023-06-09,7,Noise Complaint,Resolved,30
SR-100845,2023-09-02,3,Pothole,Open,14
SR-102996,,7,Streetlight Out,closed,17
SR-100488,2023-10-15,3,Illegal Dumping,Resolved,3
SR-100932,2023-11-15,4,POTHOLE,In Progress,24
SR-101631,2023-10-12,5,Streetlight Out,Resolved,1
SR-101433,2023-09-06,5,Illegal Dumping,closed,16
SR-101298,2023-01-03,5,Illegal Dumping,closed,19
SR-102168,2023-10-18,6,Trash Collection,In Progress,29
SR-102638,2023-12-13,7,Trash Collection,Resolved,29
SR-103206,2023-07-13,8,Illegal Dumping,closed,20
SR-101976,2023-10-20,6,POTHOLE,Closed,25
SR-100093,2023-01-22,1,Rodent Inspection,closed,4
SR-103387,2023-01-23,8,Rodent Inspection,closed,11
SR-101343,2023-06-10,5,Trash Collection,Closed,28
SR-100811,2023-12-08,3,Trash Collection,In Progress,26
SR-103011,2023-07-02,7,pothole,In Progress,15
SR-102265,2023-03-10,6,Noise Complaint,Resolved,15
SR-101689,2023-12-03,5,POTHOLE,closed,26
SR-101382,2023-03-02,5,Streetlight Out,Resolved,1
SR-101264,2023-04-26,5,Rodent Inspection,Closed,26
SR-101169,2023-04-05,4,POTHOLE,Resolved,20
SR-101515,2023-06-09,5,Noise Complaint,Resolved,16
SR-100797,2023-07-13,3,Trash Collection,In Progress,30
SR-102909,2023-09-03,,Noise Complaint,closed,2
SR-101357,2023-12-15,5,POTHOLE,closed,21
SR-102196,2023-03-22,6,Rodent Inspection,Resolved,20
SR-101750,2023-08-26,5,Noise Complaint,Open,20
SR-103296,2023-03-17,8,Trash Collection,In Progress,7
SR-102488,2023-04-28,7,Rodent Inspection,Open,3
SR-102421,2023-02-05,7,Noise Complaint,In Progress,21
SR-100825,2023-11-11,3,Rodent Inspection,Resolved,9
SR-102340,2023-08-26,6,Noise Complaint,Open,1
SR-102417,2023-12-02,7,Streetlight Out,closed,3
SR-101999,2023-01-09,6,Trash Collection,In Progress,7
SR-100326,2023-12-16,2,POTHOLE,In Progress,13
SR-102816,2023-02-10,7,Illegal Dumping,closed,9
SR-102042,2023-03-04,6,Pothole,Resolved,2
SR-101739,2023-07-24,5,Trash Collection,In Progress,10
SR-100912,2023-05-05,4,Noise Complaint,Open,11
SR-100772,2023-09-16,3,Illegal Dumping,Open,7
SR-100449,,2,Illegal Dumping,Closed,29
SR-100057,2023-09-26,1,Noise Complaint,closed,3
SR-103052,2023-06-13,7,Pothole,Closed,19
SR-103378,2023-01-12,8,Illegal Dumping,In Progress,30
SR-102586,2023-04-01,7,Noise Complaint,Resolved,21
SR-102300,2023-12-12,6,Streetlight Out,Closed,11
SR-102096,2023-05-27,6,Noise Complaint,Resolved,1
SR-100501,2023-11-25,3,Pothole,Resolved,6
SR-100217,2023-03-14,2,Illegal Dumping,closed,9
SR-101700,2023-12-17,5,pothole,In Progress,15
SR-100067,2023-02-01,1,Illegal Dumping,Open,7
SR-102987,2023-11-15,7,Illegal Dumping,Closed,10
SR-100263,2023-10-22,2,Pothole,Resolved,22
SR-102526,2023-09-13,7,Streetlight Out,Closed,5
SR-102462,2023-07-26,7,Illegal Dumping,Closed,13
SR-102826,2023-05-01,7,Noise Complaint,Open,6
SR-103136,2023-10-07,8,pothole,Open,12
SR-101233,2023-05-24,4,Pothole,In Progress,494
SR-101806,2023-09-20,6,Noise Complaint,closed,20
SR-102678,2023-08-25,7,Streetlight Out,closed,27
SR-101682,2023-11-10,5,POTHOLE,Closed,8
SR-102062,2023-04-14,6,POTHOLE,In Progress,1
SR-103189,2023-06-08,8,Noise Complaint,Closed,14
SR-103344,2023-01-03,8,Noise Complaint,Closed,30
SR-100719,2023-09-01,3,Illegal Dumping,Open,18
SR-102081,2023-11-13,6,Noise Complaint,Open,18
SR-101021,2023-12-24,4,Illegal Dumping,Resolved,4
SR-102932,2023-09-25,7,Streetlight Out,closed,16
SR-101374,2023-05-25,5,Streetlight Out,Open,535
SR-101861,2023-11-28,6,Noise Complaint,Open,16
SR-102076,2023-06-22,6,Trash Collection,Resolved,8
SR-100481,2023-11-13,3,Rodent Inspection,Closed,4
SR-101249,2023-10-07,4,Pothole,Resolved,16
SR-100162,2023-10-10,1,Streetlight Out,Resolved,24
SR-102351,2023-09-27,6,Streetlight Out,Resolved,7
SR-101154,2023-11-02,4,Trash Collection,closed,14
SR-102481,2023-05-05,7,POTHOLE,Open,7
SR-101376,2023-05-23,5,Trash Collection,Resolved,30
SR-100152,,1,Illegal Dumping,In Progress,26
SR-100359,2023-02-06,2,Rodent Inspection,In Progress,8
SR-102407,2023-04-18,7,Streetlight Out,closed,14
SR-103237,2023-12-05,8,Rodent Inspection,Resolved,7
SR-100308,N/A,2,Pothole,Closed,13
SR-100141,2023-09-10,1,Illegal Dumping,Open,26
SR-103334,2023-05-21,8,Rodent Inspection,In Progress,9
SR-100701,2023-10-24,3,Noise Complaint,Open,12
SR-102536,2023-04-27,7,pothole,closed,13
SR-102220,2023-11-22,6,Streetlight Out,closed,16
SR-101637,2023-10-03,5,Noise Complaint,Closed,6
SR-100376,2023-08-23,2,Noise Complaint,closed,4
SR-100700,2023-03-15,3,Illegal Dumping,Open,537
SR-102696,2023-06-07,7,Illegal Dumping,Closed,1
SR-102940,2023-03-10,7,pothole,Open,30
SR-100971,2023-10-19,4,Pothole,closed,18
SR-102603,2023-05-12,7,pothole,Open,26
SR-103068,2023-04-19,7,Noise Complaint,Open,5
SR-102766,2023-06-11,7,Streetlight Out,Resolved,16
SR-101175,N/A,4,Streetlight Out,closed,19
SR-102158,2023-08-24,6,Pothole,closed,21
SR-101417,2023-06-09,5,Noise Complaint,Closed,23
SR-101931,2023-02-11,,Noise Complaint,Resolved,15
SR-101990,2023-12-25,6,Streetlight Out,Open,12
SR-100852,2023-06-28,3,POTHOLE,Open,21
SR-100325,2023-07-05,2,Noise Complaint,Open,26
SR-102897,2023-04-26,7,pothole,Closed,28
SR-101688,2023-03-08,5,Pothole,Closed,13
SR-101897,2023-10-09,6,POTHOLE,Closed,10
SR-103235,2023-10-28,8,Streetlight Out,Resolved,12
SR-100165,2023-12-08,1,Illegal Dumping,Resolved,5
SR-100966,2023-10-02,4,Streetlight Out,Open,6
SR-102589,2023-05-27,7,Trash Collection,Open,27
SR-100534,2023-05-21,3,POTHOLE,Open,11
SR-102824,N/A,7,Trash Collection,Open,5
SR-101054,2023-12-02,4,Illegal Dumping,In Progress,16
SR-102928,2023-01-08,7,Rodent Inspection,closed,20
SR-102031,2023-07-11,6,Trash Collection,Open,30
SR-102991,2023-10-21,7,Noise Complaint,In Progress,18
SR-101902,2023-04-03,6,POTHOLE,Closed,28
SR-101888,2023-12-09,6,POTHOLE,Closed,12
SR-102879,2023-03-16,7,Rodent Inspection,Open,18
SR-101840,2023-08-13,6,Trash Collection,In Progress,22
SR-101526,2023-07-16,5,Illegal Dumping,Closed,14
SR-103285,2023-07-28,8,Streetlight Out,Closed,24
SR-101401,0000-00-00,5,Pothole,Closed,25
SR-103236,2023-12-12,8,Noise Complaint,Resolved,22
SR-100563,2023-03-21,3,POTHOLE,Open,20
SR-103335,2023-08-11,8,Streetlight Out,Open,28
SR-101109,2023-03-17,4,Illegal Dumping,Open,4
SR-102775,2023-02-07,7,Trash Collection,In Progress,24
SR-101741,2023-04-15,5,Pothole,Closed,10
SR-100921,,4,Rodent Inspection,closed,27
SR-100653,2023-01-25,3,pothole,Open,17
SR-101341,2023-06-26,5,Illegal Dumping,Resolved,11
SR-100055,2023-01-08,1,Trash Collection,Closed,19
SR-100537,2023-05-03,3,Noise Complaint,In Progress,22
SR-101098,2023-11-04,4,Rodent Inspection,closed,16
SR-101845,2023-03-07,6,POTHOLE,closed,25
SR-103306,2023-07-11,8,Illegal Dumping,Open,26
SR-103039,2023-06-03,7,Trash Collection,closed,4
SR-101835,2023-02-07,6,Noise Complaint,Closed,21
SR-100660,2023-04-20,3,Illegal Dumping,closed,5
SR-101971,2023-04-06,6,pothole,closed,724
SR-100566,2023-07-01,3,POTHOLE,Open,12
SR-100730,,3,Trash Collection,In Progress,24
SR-100389,,2,Illegal Dumping,In Progress,11
SR-100510,2023-09-28,3,Rodent Inspection,Open,18
SR-102863,2023-08-13,7,Trash Collection,In Progress,14
SR-102194,2023-02-23,6,Illegal Dumping,closed,3
SR-100863,2023-04-05,3,Streetlight Out,Open,20
SR-101849,2023-12-20,6,Illegal Dumping,closed,2
SR-100365,2023-03-04,2,Illegal Dumping,Open,28
SR-101123,2023-11-26,4,Noise Complaint,Open,6
SR-102217,2023-02-04,6,Illegal Dumping,In Progress,26
SR-101111,2023-11-27,4,Illegal Dumping,Open,20
SR-100791,2023-10-03,3,Noise Complaint,In Progress,10
SR-101562,2023-07-06,5,Streetlight Out,closed,25
SR-101446,2023-09-09,5,Illegal Dumping,In Progress,27
SR-101416,2023-09-27,5,Streetlight Out,In Progress,15
SR-100715,2023-09-20,3,POTHOLE,In Progress,6
SR-102576,2023-04-15,7,POTHOLE,Resolved,4
SR-101533,2023-06-02,5,Streetlight Out,Closed,19
SR-102090,2023-06-24,6,Rodent Inspection,closed,26
SR-102767,2023-09-04,7,Streetlight Out,closed,2
SR-101200,2023-02-22,4,Trash Collection,Open,17
SR-100005,2023-06-18,1,Rodent Inspection,In Progress,17
SR-102244,2023-08-08,6,Rodent Inspection,Resolved,29
SR-103136,2023-10-07,8,pothole,Open,12
SR-101258,2023-03-28,4,POTHOLE,Resolved,23
SR-100371,2023-02-12,2,POTHOLE,closed,799
SR-102834,2023-06-16,7,Streetlight Out,closed,12
SR-102137,2023-11-17,6,Rodent Inspection,Closed,29
SR-102777,2023-12-16,7,Noise Complaint,Resolved,17
SR-102449,2023-11-13,7,Streetlight Out,Open,22
SR-102214,2023-05-16,6,Illegal Dumping,In Progress,19
SR-102507,2023-08-02,7,Illegal Dumping,closed,19
SR-103026,2023-12-07,7,Noise Complaint,Closed,6
SR-101021,2023-12-24,4,Illegal Dumping,Resolved,4
SR-102331,2023-01-20,6,Illegal Dumping,Open,21
SR-102661,2023-05-03,7,Noise Complaint,In Progress,6
SR-102377,2023-11-03,6,Trash Collection,Closed,2
SR-102869,2023-03-20,7,Pothole,Open,22
SR-100199,2023-01-08,2,Rodent Inspection,Closed,3
SR-102607,2023-03-08,7,Pothole,Closed,2
SR-103019,2023-08-20,7,Pothole,In Progress,16
SR-102834,2023-06-16,7,Streetlight Out,closed,12
SR-101738,2023-01-11,5,Pothole,In Progress,28
SR-102665,2023-08-08,7,Noise Complaint,In Progress,30
SR-100598,2023-03-04,3,Illegal Dumping,closed,30
SR-102063,2023-09-24,6,Rodent Inspection,Resolved,3
SR-101135,,4,Streetlight Out,Resolved,29
SR-100428,2023-03-17,2,Trash Collection,closed,18
SR-102056,2023-07-10,6,Noise Complaint,In Progress,19
SR-103400,2023-01-09,8,POTHOLE,In Progress,10
SR-103024,2023-04-01,7,pothole,closed,9
SR-101014,2023-11-26,4,Streetlight Out,closed,26
SR-101000,2023-04-06,4,Noise Complaint,In Progress,20
SR-102973,2023-03-17,7,Streetlight Out,Resolved,9
SR-100523,2023-02-13,3,pothole,closed,8
SR-100440,2023-11-10,2,Trash Collection,In Progress,6
SR-101752,2023-01-03,5,Trash Collection,Resolved,7
SR-100082,2023-06-07,1,pothole,Open,24
SR-101083,2023-05-09,4,Noise Complaint,Closed,19
SR-101955,2023-09-04,6,Streetlight Out,Closed,24
SR-102715,2023-01-01,7,Streetlight Out,Open,590
SR-100435,2023-06-02,2,Trash Collection,In Progress,3
SR-101651,2023-02-02,5,Pothole,In Progress,24
SR-100640,0000-00-00,3,Streetlight Out,Open,30
SR-100877,2023-10-12,3,Illegal Dumping,Closed,12
SR-100327,2023-08-14,2,Streetlight Out,Open,14
SR-102659,2023-09-20,7,Illegal Dumping,closed,10
SR-100047,2023-09-11,1,Illegal Dumping,closed,545
SR-100706,2023-10-23,3,Streetlight Out,Open,8
SR-102692,2023-01-17,,Noise Complaint,Open,8
SR-100707,2023-12-18,3,Noise Complaint,In Progress,10
SR-101912,2023-01-21,6,Streetlight Out,closed,8
SR-102594,2023-07-09,7,pothole,closed,15
SR-103015,2023-03-20,7,pothole,Open,18
SR-100788,2023-03-03,3,pothole,In Progress,24
SR-101837,2023-10-02,6,Rodent Inspection,Resolved,15
SR-101832,2023-01-18,6,Trash Collection,closed,15
SR-103228,2023-12-19,8,Streetlight Out,closed,15
SR-102125,2023-05-16,6,Trash Collection,Resolved,9
SR-102724,2023-04-03,7,Streetlight Out,Closed,25
SR-102918,2023-06-21,7,Illegal Dumping,Open,9
SR-102075,2023-03-27,6,Illegal Dumping,Closed,30
SR-102957,2023-02-02,7,Illegal Dumping,closed,22
SR-102649,2023-01-10,7,Illegal Dumping,closed,1
SR-101858,2023-11-07,6,Pothole,closed,655
SR-100471,2023-06-21,2,Rodent Inspection,In Progress,17
SR-101869,2023-08-23,6,Noise Complaint,Resolved,787
SR-102873,2023-09-12,7,Illegal Dumping,Open,15
SR-101323,2023-02-22,5,Pothole,Closed,30
SR-101286,2023-02-14,5,Trash Collection,Closed,2
SR-101782,2023-03-23,6,Pothole,Open,19
SR-101084,2023-01-24,4,Trash Collection,closed,22
SR-102447,2023-11-17,7,Pothole,Closed,27
SR-100486,0000-00-00,3,Pothole,In Progress,26
SR-103149,2023-01-01,8,Noise Complaint,Open,4
SR-101883,2023-06-03,6,Illegal Dumping,Closed,22
SR-103319,,8,Noise Complaint,Resolved,17
SR-102828,2023-02-09,7,Noise Complaint,closed,27
SR-103341,2023-04-02,8,Rodent Inspection,Open,2
SR-103060,2023-06-06,7,POTHOLE,closed,688
SR-101139,0000-00-00,4,POTHOLE,closed,3
SR-100051,2023-09-03,1,Streetlight Out,Closed,20
SR-101613,2023-09-13,5,pothole,Resolved,1
SR-102104,2023-04-11,6,Trash Collection,In Progress,9
SR-101326,2023-07-26,5,pothole,closed,778
SR-102872,2023-08-14,7,POTHOLE,In Progress,13
SR-102025,2023-05-19,6,Noise Complaint,Resolved,15
SR-100205,2023-03-21,2,Noise Complaint,Open,1
SR-102651,2023-08-02,7,Pothole,In Progress,14
SR-103007,0000-00-00,7,Streetlight Out,Closed,17
SR-102482,2023-06-10,7,Noise Complaint,Resolved,16
SR-100999,2023-02-21,4,Streetlight Out,closed,12
SR-102095,2023-07-16,6,Noise Complaint,Resolved,5
SR-102379,2023-08-08,6,Illegal Dumping,Open,7
SR-101961,2023-03-10,6,POTHOLE,closed,1
SR-102628,2023-06-02,,pothole,Closed,25
SR-100557,,3,pothole,Open,7
SR-103076,2023-02-16,7,Streetlight Out,In Progress,15
SR-103162,2023-08-23,8,Noise Complaint,Open,4
SR-101963,2023-10-13,6,Streetlight Out,In Progress,7
SR-100728,2023-09-27,3,Streetlight Out,In Progress,8
SR-101241,2023-09-09,,Rodent Inspection,Closed,10
SR-102445,2023-08-16,7,Pothole,Closed,8
SR-103025,2023-12-24,7,Rodent Inspection,Closed,10
SR-101048,2023-10-15,4,Rodent Inspection,Resolved,3
SR-101453,2023-06-28,5,Illegal Dumping,closed,19
SR-101261,2023-11-08,5,Rodent Inspection,closed,21
SR-100123,2023-10-11,1,Noise Complaint,Open,26
SR-100644,2023-11-07,3,Illegal Dumping,In Progress,27
SR-102885,2023-08-02,7,Rodent Inspection,Open,26
SR-102713,2023-01-19,7,Rodent Inspection,Open,23
SR-102074,2023-10-17,6,Noise Complaint,closed,7
SR-103241,2023-07-04,8,Trash Collection,Resolved,18
SR-101841,2023-04-16,6,Rodent Inspection,Open,1
SR-101977,2023-04-25,6,POTHOLE,closed,24
SR-102853,2023-05-07,7,Noise Complaint,Closed,13
SR-100669,2023-12-26,3,Noise Complaint,closed,14
SR-101905,2023-06-02,6,Trash Collection,Closed,12
SR-103091,2023-07-18,7,Pothole,closed,20
SR-102701,2023-06-15,7,Illegal Dumping,Closed,16
SR-100630,2023-02-12,3,POTHOLE,In Progress,15
SR-102562,2023-08-14,7,Pothole,Open,7
SR-100387,2023-02-19,2,Streetlight Out,Closed,16
SR-101308,2023-03-08,5,Streetlight Out,Resolved,30
SR-100979,2023-03-16,4,Streetlight Out,Resolved,27
SR-102375,2023-05-24,6,Streetlight Out,Closed,23
SR-101916,2023-05-10,6,POTHOLE,Resolved,29
SR-101520,2023-06-12,5,Illegal Dumping,closed,5
SR-102322,2023-07-05,6,Streetlight Out,Open,24
SR-100063,2023-06-12,1,POTHOLE,Open,14
SR-102547,N/A,7,Illegal Dumping,Closed,23
SR-102302,2023-02-09,,Illegal Dumping,Resolved,17
SR-100949,2023-05-06,4,pothole,closed,27
SR-101556,2023-02-24,5,Trash Collection,Closed,9
SR-102000,2023-11-08,,Noise Complaint,closed,16
SR-101469,0000-00-00,5,pothole,Resolved,24
SR-100010,2023-05-16,1,Rodent Inspection,Open,775
SR-101071,2023-11-24,4,Noise Complaint,Open,27
SR-102984,2023-07-22,7,Illegal Dumping,closed,12
SR-101691,2023-05-12,5,POTHOLE,Closed,5
SR-102069,2023-11-17,6,Noise Complaint,Open,29
SR-101710,2023-12-14,5,Rodent Inspection,closed,6
SR-102794,2023-09-25,7,Trash Collection,In Progress,321
SR-100401,2023-02-25,2,Noise Complaint,Open,23
SR-102916,2023-03-22,7,Trash Collection,Resolved,17
SR-101301,2023-07-18,5,Illegal Dumping,Closed,28
SR-101256,2023-03-28,4,POTHOLE,In Progress,15
SR-102946,2023-06-26,7,Noise Complaint,Closed,27
SR-102990,2023-10-20,7,POTHOLE,Open,5
SR-103403,2023-06-19,8,Illegal Dumping,Closed,24
SR-101666,2023-05-24,5,Rodent Inspection,closed,28
SR-102882,2023-03-03,7,Trash Collection,Resolved,16
SR-102166,2023-06-05,6,Trash Collection,closed,21
SR-102337,2023-03-24,,Pothole,In Progress,16
SR-101480,2023-02-06,5,Trash Collection,closed,643
SR-101612,2023-12-07,5,Pothole,closed,20
SR-100761,2023-02-18,3,Streetlight Out,Closed,24
SR-100692,2023-05-16,3,Noise Complaint,Closed,11
SR-102412,2023-11-07,7,Noise Complaint,Closed,5
SR-101296,2023-01-19,5,Trash Collection,Closed,19
SR-102499,2023-06-03,7,Pothole,In Progress,21
SR-103368,2023-07-22,8,Trash Collection,Open,4
SR-100649,2023-03-13,3,Noise Complaint,Closed,11
SR-100436,2023-10-22,2,Trash Collection,In Progress,13
SR-100270,2023-01-21,2,Noise Complaint,closed,30
SR-102555,2023-06-28,7,POTHOLE,closed,17
SR-102313,2023-10-28,6,pothole,closed,28
SR-101222,2023-06-24,4,pothole,Closed,12
SR-101848,2023-06-10,6,Pothole,Closed,9
SR-102346,2023-04-18,6,Trash Collection,closed,1
SR-102130,2023-11-10,6,Trash Collection,In Progress,765
SR-100122,2023-10-08,1,Pothole,Closed,30
SR-100942,2023-10-27,4,POTHOLE,Resolved,29
SR-102530,2023-08-12,7,Trash Collection,Open,27
SR-101406,2023-02-22,5,Noise Complaint,Closed,11
SR-102868,2023-06-28,7,Trash Collection,Open,11
SR-102110,2023-02-26,,pothole,Resolved,6
SR-103380,2023-04-15,8,Trash Collection,In Progress,2
SR-100069,2023-03-01,1,POTHOLE,In Progress,8
SR-102082,2023-10-20,,Noise Complaint,Resolved,380
SR-100529,2023-09-24,3,Pothole,Closed,25
SR-102229,2023-07-12,6,Noise Complaint,Closed,21
SR-101335,2023-06-24,5,Rodent Inspection,closed,8
SR-102776,2023-12-23,7,Streetlight Out,In Progress,21
SR-102267,2023-12-22,6,Pothole,Resolved,7
